TV Show Title,Unique ID,IMDB Rating,Start Year,End Year,TV Rating,Episode Run Time (min),Top Genres
Wakfu,tt1807824,8.1,2008,2017,TV-Y7-FV,24,"[' Action', ' Adventure']"
The Karate Kid,tt0137311,4.8,1989),(1989,TV-Y7-FV,N/A,"[' Short', ' Action']"
Wonder Egg Priority,tt13248076,7.5,2021, ,TV-MA,23,"[' Action', ' Drama']"
Corner Gas Animated,tt6881158,7.7,2018,2021,TV-14,22,[' Comedy']
Trash Truck,tt9288860,8.5,2020, ,TV-Y,N/A,[' Family']
Wolverine and the X-Men,tt0772145,8.0,2008,2009,TV-Y7,23,"[' Action', ' Adventure']"
Mobile Suit Gundam: Iron-Blooded Orphans,tt5344382,7.9,2015, ,TV-14,24,"[' Action', ' Drama']"
Ghost Stories,tt0285368,8.0,2000,2001,TV-MA,24,"[' Comedy', ' Horror']"
Peter Grill to Kenja no Jikan,tt12464204,5.3,2020, ,TV-MA,12,"[' Comedy', ' Fantasy']"
6Teen,tt0439341,7.5,2004,2010,TV-PG,22,"[' Comedy', ' Drama']"
Strike the Blood,tt2789238,7.0,2013, ,N/A,24,"[' Action', ' Comedy']"
The Boss Baby: Back in Business,tt7741824,6.5,2018,2021,TV-Y7,25,"[' Adventure', ' Comedy']"
Crossing Swords,tt8777690,6.7,2020,2021,TV-MA,22,"[' Comedy', ' Fantasy']"
The Smurfs,tt14670820,6.4,2021, ,TV-Y7,12,"[' Short', ' Adventure']"
CatDog,tt0154061,6.5,1998,2005,TV-Y,23,"[' Adventure', ' Comedy']"
Stoner Cats,tt15139516,7.1,2021, ,N/A,5,[' Comedy']
T.O.T.S.,tt8266218,6.8,2019,2022,TV-Y,22,"[' Short', ' Adventure']"
10-Year-Old Tom,tt12545180,8.1,2021, ,TV-MA,24,[' Comedy']
Krypto the Superdog,tt0437018,5.5,2005,2006,TV-Y,30,"[' Action', ' Adventure']"
Vampire Knight,tt1209393,7.3,2008),(2008,TV-14,24,"[' Action', ' Drama']"
Trinity Seven,tt3532752,6.8,2014,2015,TV-14,N/A,"[' Action', ' Comedy']"
We Baby Bears,tt13303478,6.0,2022, ,TV-Y7,11,"[' Adventure', ' Comedy']"
Static Shock,tt0247729,7.3,2000,2004,TV-Y7,30,"[' Action', ' Adventure']"
Mobile Suit Gundam 00,tt1134000,8.1,2007,2009,TV-PG,24,"[' Action', ' Drama']"
Skeleton Knight in Another World,tt14476236,6.9,2022, ,TV-MA,N/A,"[' Action', ' Adventure']"
Sasaki and Miyano,tt14980764,7.7,2022, ,TV-14,24,"[' Comedy', ' Drama']"
Santa Inc.,tt12286260,1.6,2021),(2021,TV-MA,30,[' Comedy']
Star Wars: Forces of Destiny,tt6779076,5.3,2017,2018,TV-Y7,3,"[' Action', ' Adventure']"
Fish Hooks,tt1725902,4.8,2010,2014,TV-G,22,"[' Adventure', ' Comedy']"
Constantine: City of Demons,tt6404896,7.5,2018,2019,R,6,"[' Short', ' Action']"
Dragon's Dogma,tt10011298,6.3,2020, ,TV-MA,N/A,"[' Action', ' Adventure']"
Superjail!,tt1031283,7.7,2007,2014,TV-MA,10,"[' Comedy', ' Crime']"
March Comes in Like a Lion,tt6074794,8.3,2016,2018,TV-PG,25,"[' Comedy', ' Drama']"
Back at the Barnyard,tt0857277,5.7,2007,2011,TV-Y7,85,"[' Adventure', ' Comedy']"
Thomas & Friends: All Engines Go,tt14556544,2.2,2021, ,TV-Y,30,"[' Short', ' Adventure']"
Timon & Pumbaa,tt0112197,7.0,1995,1999,TV-Y,22,"[' Short', ' Adventure']"
VeggieTales,tt0865856,7.2,1993, ,TV-Y,32,"[' Comedy', ' Family']"
Kenichi: The Mightiest Disciple,tt1424037,8.1,2006,2014,TV-14,25,"[' Action', ' Comedy']"
Darwin's Game,tt11405390,7.2,2020, ,TV-14,23,"[' Action', ' Drama']"
Stripperella,tt0369171,5.6,2003,2004,TV-MA,30,"[' Action', ' Comedy']"
Ugly Americans,tt1621748,8.0,2010,2012,TV-MA,30,"[' Comedy', ' Fantasy']"
Kanokon,tt1216124,5.8,2008),(2008,TV-MA,N/A,"[' Action', ' Comedy']"
"China, IL",tt2058221,7.1,2008,2015,TV-14,22,[' Comedy']
As Told by Ginger,tt0235911,6.9,2000,2009,TV-Y7,30,"[' Comedy', ' Drama']"
Wow! Wow! Wubbzy!,tt0762067,6.2,2006,2022,TV-Y7,25,"[' Short', ' Family']"
Kekkai Sensen,tt4379632,7.2,2015,2017,TV-14,24,"[' Action', ' Adventure']"
Super HxEros,tt12448470,5.4,2020, ,N/A,23,"[' Action', ' Comedy']"
Dug Days,tt13624054,8.1,2021, ,TV-G,10,"[' Short', ' Adventure']"
Rolie Polie Olie,tt0172049,6.3,1998,2007,TV-Y,24,"[' Comedy', ' Family']"
Magic: The Gathering,tt10428604,N/A,2022, ,TV-MA,N/A,"[' Action', ' Adventure']"
Uncle Grandpa,tt3042608,4.3,2010,2017,TV-PG,15,"[' Comedy', ' Family']"
"Mira, Royal Detective",tt9357248,7.3,2020,2022,TV-Y7,24,"[' Adventure', ' Family']"
Alice's Wonderland Bakery,tt14786700,7.5,2022, ,TV-Y,22,"[' Short', ' Adventure']"
The Mask,tt0112064,6.9,1995,1997,TV-Y7,30,"[' Short', ' Action']"
Apple & Onion,tt8019790,6.1,2016,2021,TV-Y7,11,"[' Short', ' Adventure']"
The Tom and Jerry Show,tt3559124,7.1,2014,2022,TV-PG,22,"[' Short', ' Adventure']"
Tiny Toon Adventures,tt0098929,7.5,1990,1995,TV-G,21,"[' Short', ' Adventure']"
Yashahime: Princess Half-Demon,tt12287748,7.2,2020, ,TV-14,N/A,"[' Action', ' Adventure']"
Tsukimichi: Moonlit Fantasy,tt13311344,7.6,2021, ,TV-14,23,"[' Action', ' Adventure']"
"Tensei kenja no isekai Life ~Dai ni no shokugyô wo ete, sekai saikyô ni nari mashita~",tt15441076,6.1,2022, ,N/A,N/A,"[' Action', ' Adventure']"
Drifters,tt5225764,7.6,2016, ,TV-MA,24,"[' Action', ' Adventure']"
TONIKAWA: Over the Moon for You,tt12311976,7.7,2020, ,TV-14,23,"[' Comedy', ' Romance']"
Bless the Harts,tt9068332,5.7,2019,2021,TV-14,30,[' Comedy']
The Emperor's New School,tt0465327,6.6,2006,2008,TV-G,30,"[' Short', ' Adventure']"
Daniel Spellbound,tt13983670,N/A,2022, ,TV-Y7,22,"[' Action', ' Adventure']"
Megas XLR,tt0361201,8.3,2004,2005,TV-Y7-FV,30,"[' Short', ' Action']"
Little Nightmares,tt7023474,8.3,2019, ,N/A,N/A,[]
Jimihen!! Jimiko o Kae Chau Jun Isei Kouyuu,tt13490144,7.1,2021, ,N/A,3,"[' Adult', ' Romance']"
Mia and Me,tt2203143,6.6,2012, ,N/A,20,"[' Adventure', ' Family']"
Little Bill,tt0229141,6.4,1999,2004,TV-Y,30,[' Family']
Braceface,tt0286347,6.4,2001,2006,TV-Y,30,"[' Comedy', ' Family']"
Welcome to the N.H.K.,tt0857297,8.3,2006),(2006,TV-MA,24,"[' Comedy', ' Drama']"
Red vs. Blue,tt0401747,8.4,2003, ,TV-MA,6,"[' Short', ' Action']"
Duckman: Private Dick/Family Man,tt0108755,7.8,1994,1997,TV-PG,30,"[' Adventure', ' Comedy']"
Supernatural Academy,tt11237876,6.4,2022, ,N/A,23,"[' Drama', ' Fantasy']"
Mighty Ducks: The Animated Series,tt0115269,6.4,1996,1997,TV-Y7,30,"[' Short', ' Action']"
The Wonderful World of Mickey Mouse,tt13089270,7.9,2020, ,TV-G,8,"[' Short', ' Adventure']"
Gangsta.,tt5025394,7.2,2015),(2015,TV-MA,24,"[' Action', ' Drama']"
Asobi ni ikuyo!,tt1694025,6.5,2010,2011,TV-MA,N/A,"[' Comedy', ' Romance']"
The Critic,tt0108734,7.9,1994,2001,TV-14,522,"[' Comedy', ' Drama']"
Bravest Warriors,tt2474952,8.1,2012,2018,TV-PG,5,"[' Action', ' Adventure']"
Yona of the Dawn,tt3957196,8.0,2014,2015,TV-14,24,"[' Action', ' Adventure']"
Strawberry Shortcake: Berry in the Big City,tt7996132,7.1,2021, ,TV-Y,N/A,[' Family']
"Be Cool, Scooby-Doo!",tt4215734,6.5,2015,2018,TV-Y7-FV,23,"[' Adventure', ' Comedy']"
Gungrave,tt0435961,7.9,2003,2004,TV-14,25,"[' Action', ' Crime']"
Beast Wars: Transformers,tt0115108,8.1,1996,1999,TV-Y7,30,"[' Action', ' Adventure']"
Gate,tt4958580,7.5,2015,2016,TV-14,24,"[' Action', ' Adventure']"
Hige o Soru. Soshite Joshikousei o Hirou.,tt13198632,7.4,2021, ,N/A,23,"[' Comedy', ' Drama']"
The Super Mario Bros. Super Show!,tt0096707,6.2,1989),(1989,TV-Y7,30,"[' Action', ' Adventure']"
Ben & Holly's Little Kingdom,tt1436544,7.5,2009,2013,TV-Y,10,"[' Adventure', ' Comedy']"
Maken-Ki! Battling Venus,tt3692198,5.9,2011,2014,TV-MA,25,"[' Action', ' Comedy']"
Black Dynamite,tt1608383,8.1,2011,2015,TV-MA,22,"[' Action', ' Adventure']"
Mater's Tall Tales,tt1384816,6.8,2008,2012,Not Rated,36,"[' Short', ' Adventure']"
Mad,tt1718438,5.8,2010,2022,TV-PG,12,[' Comedy']
The Tick,tt0112196,7.9,1994,1997,TV-Y7,30,"[' Action', ' Adventure']"
Kimi ni Todoke: From Me to You,tt1745240,7.8,2009, ,TV-PG,24,"[' Comedy', ' Drama']"
Exception,tt14825954,N/A,2022, ,TV-MA,N/A,"[' Drama', ' Horror']"
Kung Fu Panda: The Paws of Destiny,tt8271176,7.5,2018,2019,TV-Y7,24,"[' Action', ' Adventure']"
Baby Shark's Big Show!,tt10518284,2.5,2020, ,TV-Y,24,"[' Short', ' Adventure']"
Yu-Gi-Oh! Duel Monsters,tt0247902,8.2,II) (2000,2004,TV-PG,23,"[' Action', ' Adventure']"
Beyblade: Metal Fusion,tt1674928,6.3,2009,2013,TV-Y7-FV,30,"[' Action', ' Adventure']"
OK K.O.! Let's Be Heroes,tt6965802,6.7,2017,2019,TV-Y7-FV,11,"[' Short', ' Action']"
Samurai Rabbit: The Usagi Chronicles,tt12717354,6.5,2022, ,TV-Y7,25,"[' Action', ' Adventure']"
Salad Fingers,tt1830238,8.1,2004, ,TV-MA,N/A,"[' Fantasy', ' Horror']"
The Oblongs,tt0219446,7.1,2001,2002,TV-14,284,"[' Comedy', ' Sci-Fi']"
Tsugumomo,tt8372010,6.6,2017,2020,TV-MA,N/A,"[' Action', ' Mystery']"
The Last Kids on Earth,tt8914012,7.3,2019, ,TV-Y7-FV,N/A,"[' Adventure', ' Comedy']"
The Magic School Bus Rides Again,tt3869122,6.3,2017,2021,TV-Y,26,"[' Adventure', ' Family']"
School Days,tt1068993,6.0,2007),(2007,TV-14,N/A,"[' Drama', ' Romance']"
"Dr. Katz, Professional Therapist",tt0111942,7.6,1995,2002,TV-PG,30,[' Comedy']
Haganai: I Don't Have Many Friends,tt2645500,7.0,2011, ,TV-MA,25,"[' Comedy', ' Drama']"
Birdgirl,tt10309118,5.7,2021, ,TV-14,N/A,"[' Adventure', ' Comedy']"
Blue Period,tt14115912,7.7,2021, ,TV-14,24,[' Drama']
Nisekoi,tt3115338,7.3,2014,2016,TV-PG,25,"[' Comedy', ' Romance']"
Alvinnn!!! And the Chipmunks,tt3496230,4.5,2015, ,TV-Y7,11,"[' Comedy', ' Family']"
Sailor Moon Crystal,tt3124992,7.9,2014, ,TV-14,24,"[' Action', ' Adventure']"
Bikini Warriors,tt5020030,5.1,2015),(2015,TV-MA,4,"[' Comedy', ' Fantasy']"
Spider-Man,tt0290983,6.9,2003),(2003,TV-PG,21,"[' Action', ' Adventure']"
Gen: Lock,tt7945066,7.3,2018, ,TV-PG,30,"[' Action', ' Adventure']"
Charlotte,tt4574736,7.5,2015,2016,TV-PG,24,"[' Drama', ' Family']"
The Garfield Show,tt1470837,5.4,2008,2016,TV-Y7,25,"[' Adventure', ' Comedy']"
Spicy City,tt0149524,6.6,1997),(1997,TV-MA,N/A,"[' Adventure', ' Crime']"
Kirby Buckets,tt3544772,4.9,2014,2017,TV-Y7,23,"[' Comedy', ' Family']"
B: The Beginning,tt7944664,7.1,2018, ,TV-MA,25,"[' Action', ' Crime']"
Abominable and the Invisible City,tt18214248,7.5,2022, ,N/A,N/A,"[' Adventure', ' Comedy']"
Freezing,tt1909463,6.8,2011),(2011,TV-MA,24,"[' Action', ' Drama']"
Bobby's World,tt0103373,7.2,1990,1998,TV-Y,30,"[' Short', ' Adventure']"
Thermae Romae Novae,tt13357234,7.0,2022, ,TV-MA,30,"[' Comedy', ' Fantasy']"
Maid Sama!,tt1634208,8.0,2010,2011,TV-14,24,"[' Comedy', ' Romance']"
Cautious Hero: The Hero Is Overpowered but Overly Cautious,tt10974198,7.4,2019),(2019,TV-14,23,"[' Action', ' Adventure']"
Sonic the Hedgehog,tt0106140,6.8,1993,1994,TV-Y7-FV,22,"[' Short', ' Action']"
Ladies Versus Butlers,tt1584003,6.6,2010),(2010,TV-MA,N/A,"[' Comedy', ' Romance']"
Cow and Chicken,tt0118289,6.6,1997,1999,TV-PG,30,"[' Adventure', ' Comedy']"
The Stinky & Dirty Show,tt3952774,7.4,2015,2019,TV-Y,11,[' Family']
Girls Bravo,tt0807675,6.6,2004,2005,TV-MA,25,"[' Comedy', ' Fantasy']"
Johnny Test,tt0454349,5.1,2005,2014,TV-Y7,30,"[' Action', ' Adventure']"
Fuuto PI,tt14377292,7.9,2022, ,TV-14,25,"[' Action', ' Adventure']"
Sanjay and Craig,tt2869898,4.5,2013,2016,TV-Y7,23,"[' Adventure', ' Comedy']"
Mushi-Shi: Next Passage,tt3443522,8.8,2014,2015,TV-14,24,"[' Drama', ' Fantasy']"
Son of Zorn,tt4798814,6.8,2016,2017,TV-PG,30,"[' Comedy', ' Fantasy']"
Danganronpa: The Animation,tt2902582,6.8,2013),(2013,TV-14,25,"[' Action', ' Crime']"
The Incredible Hulk,tt0115215,6.7,1996,1998,TV-Y7,20,"[' Action', ' Adventure']"
Panty & Stocking with Garterbelt,tt1727444,7.3,2010,2011,TV-MA,23,"[' Action', ' Comedy']"
Guilty Crown,tt2122656,7.0,2011,2012,TV-14,23,"[' Action', ' Romance']"
Ikki tousen,tt0486171,6.0,2003, ,TV-MA,325,"[' Action', ' Adventure']"
Pepper Ann,tt0128890,7.1,1997,2000,TV-Y,30,"[' Comedy', ' Family']"
Digimon Adventure,tt11645760,6.9,2020, ,TV-G,N/A,"[' Action', ' Adventure']"
Nature Cat,tt4947580,7.3,2015,2021,TV-Y,24,"[' Action', ' Adventure']"
All Hail King Julien,tt3807022,7.1,2014,2017,TV-Y7,23,"[' Short', ' Action']"
Oswald,tt0293734,7.6,2001,2003,TV-Y,30,"[' Family', ' Musical']"
Pinkalicious & Peterrific,tt7006666,5.3,2018, ,TV-Y,30,"[' Family', ' Fantasy']"
Bing,tt3789822,6.2,2014, ,TV-Y,7,[' Family']
Krapopolis,tt14016574,N/A,2022, ,N/A,N/A,[]
How a Realist Hero Rebuilt the Kingdom,tt13399402,7.2,2021, ,TV-14,24,"[' Action', ' Comedy']"
Junji Itô: Korekushon,tt7814574,6.7,2018, ,TV-MA,24,"[' Drama', ' Horror']"
Angel Beats!,tt1639109,7.6,2010),(2010,TV-14,25,"[' Action', ' Comedy']"
Sago Mini Friends,tt19770764,8.5,2022, ,TV-Y,N/A,"[' Comedy', ' Family']"
Colourblocks,tt22087494,N/A,2022, ,N/A,5,[' Fantasy']
Sheriff Callie's Wild West,tt2769458,6.3,2013,2017,TV-Y,25,"[' Action', ' Adventure']"
The Greatest Demon Lord Is Reborn as a Typical Nobody,tt15447890,6.1,2022, ,TV-14,N/A,"[' Action', ' Adventure']"
Monogatari Series: Second Season,tt2922300,8.6,2013),(2013,TV-14,25,"[' Adventure', ' Comedy']"
Inazuma Eleven,tt2189248,8.0,2008,2011,TV-Y7,24,"[' Adventure', ' Comedy']"
Plunderer,tt11418324,6.4,2020, ,TV-14,24,"[' Action', ' Fantasy']"
Rainbow High,tt13488080,5.8,2020, ,TV-Y,N/A,"[' Short', ' Adventure']"
Cardcaptor Sakura,tt0221735,8.0,1998,2000,TV-Y7-FV,30,"[' Action', ' Adventure']"
Saga of Tanya the Evil,tt6455986,7.6,2017, ,TV-MA,24,"[' Action', ' Adventure']"
The Epic Tales of Captain Underpants,tt7741830,6.7,2018,2020,TV-Y7,24,"[' Short', ' Action']"
K-On!,tt1410218,7.8,2009,2010,TV-PG,24,"[' Comedy', ' Drama']"
Chicago Party Aunt,tt15125616,5.5,2021, ,TV-MA,30,[' Comedy']
Vampire in the Garden,tt10011314,6.7,2022),(2022,TV-14,25,"[' Action', ' Adventure']"
Yu-Gi-Oh! GX,tt0493334,6.8,2004,2008,TV-PG,30,"[' Action', ' Adventure']"
Dragons Rescue Riders: Heroes of the Sky,tt15473788,7.8,2021,2022,TV-Y,N/A,"[' Short', ' Action']"
Ajin,tt5537534,7.6,2016, ,TV-MA,24,"[' Action', ' Adventure']"
Little Witch Academia,tt6352180,7.8,2017),(2017,TV-Y7,25,"[' Comedy', ' Family']"
A Certain Magical Index,tt1308089,6.8,2008,2019,TV-14,23,"[' Action', ' Comedy']"
Mother of the Goddess' Dormitory,tt12378990,6.1,2021, ,TV-MA,25,"[' Comedy', ' Romance']"
I'm Quitting Heroing,tt15723722,6.7,2022, ,TV-14,23,"[' Action', ' Adventure']"
Fancy Nancy,tt2229129,5.5,2018,2022,TV-Y,22,"[' Short', ' Adventure']"
Hi Hi Puffy AmiYumi,tt0407398,6.3,2004,2006,TV-Y7,N/A,"[' Short', ' Adventure']"
Iron Man: Armored Adventures,tt0837143,6.5,2008,2012,TV-Y7,22,"[' Action', ' Adventure']"
101 Dalmatian Street,tt7019028,5.9,2018,2020,TV-Y7,22,"[' Comedy', ' Family']"
Full Metal Panic!,tt0328739,7.6,2002, ,TV-14,24,"[' Action', ' Adventure']"
Goof Troop,tt0103428,6.8,1992,1993,TV-Y,30,"[' Adventure', ' Comedy']"
My Little Pony: Tell Your Tale,tt18270744,5.8,2022, ,TV-Y,5,"[' Short', ' Adventure']"
SuperMansion,tt4843640,7.6,2015,2019,TV-14,30,[' Comedy']
All Grown Up!,tt0387714,5.4,2003,2008,TV-Y,30,"[' Adventure', ' Comedy']"
Booba,tt6581428,7.1,2014, ,TV-Y7,96,"[' Comedy', ' Family']"
Transformers: Robots in Disguise,tt3604232,6.0,2014,2020,TV-Y7,22,"[' Action', ' Adventure']"
Gyakkyô burai Kaiji,tt1202625,8.2,2007,2011,TV-14,23,"[' Action', ' Thriller']"
Saturday Morning All Star Hits!,tt15977708,7.5,2021, ,TV-14,23,[' Comedy']
Genshin Impact,tt13876842,6.3,2019, ,N/A,N/A,[]
Xiaolin Showdown,tt0386993,7.5,2003,2006,TV-Y7,30,"[' Action', ' Adventure']"
Snow White with the Red Hair,tt4542568,7.7,2015,2016,TV-14,24,"[' Drama', ' Fantasy']"
He-Man and the Masters of the Universe,tt0331744,7.5,2002,2004,TV-Y7,30,"[' Action', ' Adventure']"
TheOdd1sOut,tt7550710,8.1,2014, ,TV-PG,N/A,"[' Biography', ' Comedy']"
Back to the Future,tt0101042,6.3,1991,1993,TV-Y,23,"[' Adventure', ' Family']"
The Sacred Blacksmith,tt1515993,6.5,2009, ,TV-MA,24,"[' Adventure', ' Drama']"
Zoboomafoo,tt0190211,7.6,1999,2001,TV-Y,29,"[' Comedy', ' Family']"
Durarara!!,tt1584000,7.8,2010),(2010,TV-14,24,"[' Comedy', ' Crime']"
Hulk and the Agents of S.M.A.S.H.,tt2455514,6.0,2013,2015,TV-Y7,23,"[' Action', ' Adventure']"
Sonny Boy,tt14642342,7.6,2021),(2021,TV-14,N/A,"[' Drama', ' Mystery']"
A Certain Scientific Railgun,tt1515996,7.5,2009, ,TV-14,24,"[' Action', ' Comedy']"
Goldie and Bear,tt4475060,6.3,2015,2018,N/A,24,"[' Family', ' Fantasy']"
Justice League Action,tt5419200,7.5,2016,2018,TV-Y7,11,"[' Action', ' Adventure']"
The Mummy,tt0281471,6.2,2001,2003,TV-Y7,22,"[' Action', ' Adventure']"
The Harper House,tt11714502,5.2,2021),(2021,TV-14,30,[' Comedy']
Avatar: Rise of Kyoshi Visual Novel,tt15275106,8.7,2021, ,N/A,N/A,[' Fantasy']
High Guardian Spice,tt13635348,1.4,2021, ,TV-14,22,"[' Action', ' Adventure']"
Transformers: Animated,tt1055335,6.6,2007,2009,TV-Y7,20,"[' Action', ' Family']"
Saikin Yatotta Maid ga Ayashii,tt21237634,7.0,2022, ,N/A,N/A,"[' Comedy', ' Mystery']"
Wonder Showzen,tt0450357,8.4,2000,2007,TV-MA,30,[' Comedy']
Bakugan Battle Brawlers,tt1114855,5.5,2007,2011,TV-Y7,22,"[' Action', ' Adventure']"
Saekano: How to Raise a Boring Girlfriend,tt3612626,7.0,2015,2017,TV-14,24,"[' Comedy', ' Drama']"
Kick Buttowski: Suburban Daredevil,tt1600757,6.6,2010,2012,TV-Y7,23,"[' Action', ' Adventure']"
Dinosaur Train,tt1460205,6.5,2009,2020,TV-Y,28,[' Family']
Log Horizon,tt2942218,7.6,2013, ,TV-PG,25,"[' Action', ' Adventure']"
Unikitty!,tt6874502,5.4,2017,2020,TV-Y7,14,"[' Short', ' Action']"
Platinum End,tt13676300,6.1,2021, ,TV-MA,24,"[' Action', ' Drama']"
World Trigger,tt3950102,7.5,2014, ,TV-14,N/A,"[' Action', ' Sci-Fi']"
Skylanders Academy,tt5916218,6.7,2016,2018,TV-Y7,25,"[' Action', ' Adventure']"
Wander Over Yonder,tt2252938,7.3,2013,2016,TV-Y7,30,"[' Adventure', ' Comedy']"
Vixen,tt4406248,7.0,2015,2016,TV-PG,5,"[' Short', ' Action']"
The High Fructose Adventures of Annoying Orange,tt2114184,1.8,2012,2014,TV-PG,30,"[' Action', ' Adventure']"
Total DramaRama,tt8526988,3.9,2018,2022,TV-Y7,11,"[' Comedy', ' Family']"
World of Winx,tt5874596,6.8,2016,2017,TV-Y7,30,"[' Action', ' Comedy']"
"Do, Re & Mi",tt8994298,8.0,2021, ,TV-Y,30,"[' Adventure', ' Comedy']"
Nichijou: My Ordinary Life,tt2098308,8.3,2011),(2011,TV-14,24,[' Comedy']
Franklin,tt0203254,6.4,1997,2006,TV-Y,23,"[' Comedy', ' Family']"
Sankarea,tt2341379,6.7,2012),(2012,TV-MA,24,"[' Comedy', ' Drama']"
Trapped in a Dating Sim: The World of Otome Games is Tough for Mobs,tt16255458,7.1,2022, ,TV-14,N/A,"[' Comedy', ' Fantasy']"
The Fruit of Grisaia,tt3909210,7.0,2014),(2014,TV-MA,25,"[' Drama', ' Romance']"
Lucas the Spider,tt9054228,8.4,2017, ,TV-Y,1,"[' Short', ' Family']"
Hip Whip Girl: Keijo!!!!!!,tt6220550,6.8,2016,2017,TV-MA,25,"[' Action', ' Comedy']"
Seirei Gensouki: Spirit Chronicles,tt13544802,7.2,2021, ,TV-14,23,"[' Action', ' Adventure']"
Xavier: Renegade Angel,tt1132124,7.8,2007,2009,TV-MA,12,"[' Adventure', ' Comedy']"
Puffin Rock,tt3590338,8.7,2015,2016,TV-Y,7,[' Family']
The Adventures of Puss in Boots,tt3807034,6.6,2015,2018,TV-Y7,23,"[' Short', ' Action']"
Men in Black: The Series,tt0127385,6.8,1997,2001,TV-Y7,25,"[' Action', ' Comedy']"
Napoleon Dynamite,tt1743880,6.4,2012),(2012,TV-PG,30,[' Comedy']
Moomin,tt0247117,8.4,1990,1992,N/A,23,"[' Adventure', ' Comedy']"
Mo Dao Zu Shi,tt9005728,8.5,2018,2021,N/A,24,"[' Action', ' Adventure']"
Blue Spring Ride,tt3592708,7.5,2014),(2014,N/A,122,"[' Comedy', ' Drama']"
Shenmue,tt13042440,7.5,2022, ,TV-14,24,"[' Action', ' Adventure']"
Philosopher's Grandson,tt9828724,6.8,2019, ,TV-14,24,"[' Action', ' Comedy']"
The Creature Cases,tt15527326,8.3,2022, ,TV-Y,28,"[' Action', ' Adventure']"
Shiki,tt2016670,7.6,2010,2011,TV-MA,24,"[' Drama', ' Horror']"
From the New World,tt2309320,7.9,2012,2013,TV-14,25,"[' Action', ' Adventure']"
Freakazoid!,tt0111970,7.5,1995,1997,TV-G,30,"[' Short', ' Action']"
Cake,tt10768172,6.5,2019, ,TV-MA,N/A,[' Comedy']
Ever After High,tt3312378,7.8,2013,2017,TV-Y,25,"[' Adventure', ' Comedy']"
Kakegurui Twin,tt15912380,6.6,2022, ,TV-14,24,"[' Drama', ' Mystery']"
Dragonar Academy,tt3432596,6.6,2014),(2014,TV-MA,24,"[' Action', ' Comedy']"
Muppet Babies,tt6337766,6.7,2018,2022,TV-Y,23,"[' Short', ' Adventure']"
Angela Anaconda,tt0224455,4.6,1999,2002,TV-Y,30,"[' Family', ' Comedy']"
The Heroic Legend of Arslan,tt5023666,7.5,2015, ,TV-14,24,"[' Action', ' Adventure']"
The Prince's Favorite is the Villainess,tt16148606,7.4,2022, ,N/A,N/A,"[' Fantasy', ' Romance']"
Santiago of the Seas,tt12844622,6.6,2020, ,TV-Y7-FV,30,"[' Short', ' Action']"
Celebrity Deathmatch,tt0208614,6.9,1998,2007,TV-14,25,"[' Action', ' Comedy']"
Jellystone,tt11198220,6.4,2021, ,TV-G,11,"[' Short', ' Adventure']"
Seven Mortal Sins,tt6901486,5.2,2017, ,TV-MA,23,[]
Spice and Wolf,tt1158671,7.9,2008,2009,TV-14,24,"[' Adventure', ' Fantasy']"
Mobile Suit Gundam Wing,tt0159193,8.1,1995,1996,TV-PG,30,"[' Action', ' Adventure']"
The Melancholy of Haruhi Suzumiya,tt0816407,7.8,2006,2009,TV-14,24,"[' Comedy', ' Fantasy']"
Orange,tt5839732,7.6,2016),(2016,TV-PG,24,"[' Drama', ' Romance']"
Ridley Jones,tt13351440,4.8,2021, ,TV-Y,27,"[' Adventure', ' Comedy']"
The Super Hero Squad Show,tt1388589,6.0,2009,2011,TV-Y7,N/A,"[' Action', ' Comedy']"
Ranma ½,tt0096686,7.9,1989),(1989,TV-14,23,"[' Action', ' Comedy']"
Unicorn: Warriors Eternal,tt13373182,N/A,2022, ,TV-Y7,N/A,"[' Action', ' Adventure']"
Street Sharks,tt0103559,6.2,1994,1996,TV-Y7,22,"[' Action', ' Adventure']"
Middlemost Post,tt13393400,6.3,2021, ,TV-Y7,N/A,"[' Short', ' Adventure']"
Victor & Valentino,tt8146766,6.2,2019,2022,TV-Y7-FV,11,"[' Short', ' Adventure']"
Frisky Dingo,tt0865409,8.2,2006,2008,TV-MA,11,"[' Comedy', ' Sci-Fi']"
FETCH! with Ruff Ruffman,tt0496195,7.3,2006,2010,TV-Y,30,"[' Comedy', ' Family']"
Tensei shitara ken deshita,tt15483602,7.5,2022, ,N/A,N/A,"[' Action', ' Fantasy']"
Throne of Seal,tt19902148,9.0,2022, ,N/A,N/A,"[' Action', ' Adventure']"
Dicktown,tt12956576,6.8,2020,2022,TV-MA,23,"[' Comedy', ' Mystery']"
Sealab 2021,tt0278877,7.9,2000,2005,TV-14,11,"[' Comedy', ' Sci-Fi']"
The Life & Times of Tim,tt0950701,8.3,2008,2012,TV-MA,900,[' Comedy']
Masamune-kun's Revenge,tt6402190,6.4,2017, ,TV-13,24,"[' Comedy', ' Drama']"
Free!,tt2904418,7.4,2013, ,TV-PG,24,"[' Comedy', ' Drama']"
Texhnolyze,tt0409630,7.6,2003),(2003,TV-MA,N/A,"[' Drama', ' Sci-Fi']"
Galactik Football,tt0877105,7.7,2006,2011,N/A,26,"[' Action', ' Adventure']"
The Angry Beavers,tt0131664,7.2,1997,2001,TV-G,30,"[' Comedy', ' Family']"
