TV Show Title,Unique ID,IMDB Rating,Start Year,End Year,TV Rating,Episode Run Time (min),Top Genres
Vatican Miracle Examiner,tt6994700,6.4,2017,2018,TV-14,24,[' Mystery']
Candide,tt7385908,8.5,2018, ,N/A,100,"[' Action', ' Adventure']"
Lil Wild,tt19263926,N/A,2020, ,N/A,11,[]
Belle et Sébastien,tt7608344,7.4,2017, ,N/A,12,[]
Opa Popa Dupa,tt11657052,N/A,2019, ,TV-G,N/A,"[' Comedy', ' Family']"
The Stockholms,tt12792546,7.7,2020, ,N/A,N/A,[]
Plankton Invasion,tt2072655,7.4,2011, ,TV-PG,7,[]
Iggy Arbuckle,tt0963540,4.9,2007),(2007,N/A,30,"[' Adventure', ' Comedy']"
The Lampies,tt1660130,7.6,2001,2002,TV-Y,11,[' Family']
Legends of the Dark King: A Fist of the North Star Story,tt1308847,6.6,2008, ,TV-14,24,"[' Action', ' Drama']"
Empty Can!,tt1427163,5.4,2009, ,TV-14,23,"[' Action', ' Comedy']"
Björn Bear,tt1892092,7.4,2004, ,N/A,N/A,[]
Die Wilden Kerle,tt2335083,6.7,2012, ,N/A,22,"[' Adventure', ' Family']"
Treasure Champs,tt12801528,N/A,2018,2019,N/A,14,"[' Animation', ' Family']"
Armor Shop for Ladies and Gentlemen,tt13067512,5.3,2018, ,N/A,N/A,"[' Comedy', ' Fantasy']"
Au Pays des Têtes à Claques,tt4696438,6.2,2012, ,N/A,N/A,[' Comedy']
Hatchimals,tt7736800,7.6,2017, ,TV-Y7,N/A,[]
Yu Yu Hakusho: Eizou Hakusho,tt0203236,7.8,1995,1996,TV-PG,27,"[' Short', ' Comedy']"
Kimi to Boku,tt7164706,7.6,2011,2012,N/A,N/A,[' Comedy']
Trump Bites,tt9142076,7.1,2018, ,N/A,5,"[' Comedy', ' News']"
The Ugly Duckling and Me!,tt0920547,6.5,2006, ,N/A,23,[' Comedy']
Rahan,tt2160977,7.4,2009,2010,N/A,N/A,[]
Lego DC Super Hero Girls,tt6860792,5.8,2017, ,N/A,N/A,"[' Short', ' Action']"
Zenonzard: The Animation,tt11884906,8.0,2019, ,N/A,N/A,[]
Tip the Mouse,tt6626994,7.1,2014, ,N/A,N/A,[]
Troy the Train of Car City,tt7821912,7.8,2016,2018,N/A,5,[' Family']
Historietas Assombradas (para Crianças Malcriadas),tt6512096,8.2,2013, ,N/A,12,"[' Adventure', ' Comedy']"
Mobile Suit Gundam MS IGLOO: The Hidden One Year War,tt2328145,6.4,2004, ,N/A,30,"[' Action', ' Sci-Fi']"
Bali,tt3306842,6.8,2006),(2006,N/A,13,[]
Kanon,tt1223625,6.7,2002),(2002,N/A,N/A,"[' Comedy', ' Drama']"
KJ File,tt21237620,N/A,2022, ,N/A,N/A,"[' Action', ' Sci-Fi']"
Cosplay Complex,tt4146020,5.3,2002,2004,N/A,N/A,[' Comedy']
Max Voltage,tt7304974,2.4,2018, ,N/A,11,"[' Adventure', ' Comedy']"
Modern Toss,tt0828867,7.2,2006, ,N/A,N/A,[' Comedy']
Star Twinkle PreCure,tt13620226,8.0,2019,2020,N/A,24,"[' Action', ' Adventure']"
Psychotown,tt8254546,7.5,2018, ,N/A,N/A,[' Comedy']
Knight Hunters: Weiß Kreuz,tt0329865,7.5,2001, ,TV-14,125,[]
King of the Braves GaoGaiGar,tt0143007,8.0,1997,1998,N/A,N/A,"[' Action', ' Adventure']"
Flint: The Time Detective,tt0238782,5.9,1998,1999,TV-Y7,30,"[' Adventure', ' Comedy']"
The Secret World of Benjamin Bear,tt0898768,7.5,2003, ,N/A,N/A,"[' Adventure', ' Family']"
Chicken Town,tt2042864,5.2,2011, ,TV-Y7,N/A,[]
The Epic Adventures of Morph,tt13873952,8.8,2020, ,N/A,5,[]
Z-Squad,tt0813977,7.8,2006,2007,N/A,24,"[' Adventure', ' Family']"
Cuticle Detective Inaba,tt2552290,6.6,2013, ,TV-14,N/A,"[' Comedy', ' Crime']"
Vice versa,tt0423764,7.6,2004, ,N/A,25,[' Animation']
The World of Golden Eggs,tt1139553,7.6,2005, ,N/A,N/A,[]
Dinosaur Office,tt2009462,8.3,2011, ,N/A,N/A,"[' Short', ' Comedy']"
Jim Knopf,tt0251514,7.1,1999,2001,N/A,23,[' Family']
"Wave, Listen to Me!",tt11785582,7.0,2020, ,TV-14,24,"[' Comedy', ' Drama']"
Le portrait de petite cossette,tt0493227,6.7,2004, ,Not Rated,111,"[' Short', ' Fantasy']"
Valt the Wonder Deer,tt6436772,8.6,2017, ,N/A,13,[]
Zentrix,tt0876249,8.3,2001,2004,N/A,N/A,"[' Action', ' Adventure']"
Coyote Ragtime Show,tt0965568,6.4,2006),(2006,TV-14,24,"[' Action', ' Adventure']"
Saiyuki Reload Blast,tt6994648,7.7,2017, ,N/A,23,"[' Action', ' Adventure']"
Fist of the Blue Sky,tt0884847,7.0,2006,2018,N/A,N/A,[' Action']
What's Your News?,tt1595056,8.0,2009, ,N/A,22,[' Family']
Dreamworks Happy Holidays from Madagascar,tt6929194,6.6,2005),(2005,N/A,57,"[' Comedy', ' Family']"
The Plucky Duck Show,tt0103513,6.5,1992),(1992,TV-G,N/A,"[' Adventure', ' Comedy']"
KADO: The Right Answer,tt7001136,6.7,2017, ,TV-14,24,"[' Drama', ' Mystery']"
Suraj: The Rising Star,tt2555996,8.8,2012, ,N/A,30,[' Sport']
The Crack,tt7821962,7.8,2011,2017,TV-Y7,N/A,"[' Comedy', ' Family']"
The Mr. Potato Head Show,tt0315688,7.4,1998,1999,TV-Y,30,"[' Comedy', ' Family']"
Matoi the Sacred Slayer,tt5891608,6.7,2016, ,TV-14,N/A,"[' Action', ' Comedy']"
Marsupilami,tt0313099,6.4,2003, ,N/A,N/A,"[' Adventure', ' Comedy']"
Frog in a Suit,tt1872319,7.5,2011),(2011,N/A,6,[' Comedy']
The Future Is Wild,tt0937344,7.4,2007,2008,TV-Y7,22,"[' Family', ' Sci-Fi']"
Sherm!,tt0465864,7.6,2006, ,N/A,N/A,[]
Firildak Ailesi,tt6512362,7.4,2013,2016,N/A,15,[' Comedy']
Ernest le Vampire,tt7972400,8.1,1989,1991,N/A,3,[]
Gaikotsu Shotenin Honda-san,tt9100954,6.8,2018, ,N/A,15,[' Comedy']
Momonsters,tt10949974,8.6,2020, ,N/A,N/A,[]
Teppen-!!!!!!!!!!!!!!!,tt18939874,5.9,2022, ,N/A,N/A,[' Comedy']
The Barefoot Bandits,tt4110062,7.6,2016, ,N/A,N/A,[]
Big Chibi 6: The Shorts,tt10269312,6.8,2018,2019,N/A,1,"[' Short', ' Comedy']"
"Ricky Sprocket, Showbiz Boy",tt1149365,3.8,2007,2009,Not Rated,30,"[' Comedy', ' Family']"
Barbapapa autour du monde,tt0304998,6.9,2001, ,N/A,5,"[' Short', ' Adventure']"
"Go, Baby!",tt0927296,7.0,2004, ,TV-Y,5,[' Family']
Maurice on Mars,tt21071352,N/A,2022, ,N/A,N/A,[' Comedy']
Boris,tt4202968,N/A,2013, ,N/A,3,[' Family']
Ninjala,tt13853360,7.8,2020, ,N/A,N/A,"[' Action', ' Fantasy']"
Hangyakusei Million Arthur,tt8755254,6.2,2018, ,N/A,24,"[' Action', ' Adventure']"
Hell Den,tt10318590,5.7,2019, ,TV-MA,11,"[' Short', ' Comedy']"
Warlords of Sigrdrifa,tt12373592,6.2,2020, ,N/A,N/A,"[' Action', ' Drama']"
Moonlight Mile,tt1485405,7.0,2007, ,TV-MA,N/A,"[' Adventure', ' Drama']"
Battle Athletess Daiundoukai Restart!,tt13009154,5.2,2021, ,N/A,N/A,"[' Comedy', ' Sci-Fi']"
Mama Is a 4th Grader,tt0330600,7.6,1992, ,N/A,25,"[' Drama', ' Sci-Fi']"
Funny Face,tt7623210,N/A,2009,2016,TV-Y7,1,"[' Short', ' Comedy']"
Nickelodeon Presents: Inside-Out Boy,tt11909980,N/A,1989,1993,N/A,N/A,"[' Comedy', ' Sci-Fi']"
Mortadelo y Filemón,tt0165048,5.5,1994, ,N/A,25,[' Comedy']
The Spookley Holiday Show,tt21263422,N/A,2021, ,N/A,13,"[' Drama', ' Family']"
Operavox,tt0212681,8.1,1995, ,N/A,28,[' Musical']
Turbo Dogs,tt1352642,7.0,2008, ,TV-Y7,30,[' Family']
Yoru wa Neko to Issho,tt21244528,7.0,2022, ,N/A,N/A,"[' Short', ' Comedy']"
Jake's Buccaneer Blast,tt4141822,5.8,2014, ,N/A,N/A,[]
Courier,tt11824648,9.5,2020, ,N/A,34,"[' Adventure', ' Comedy']"
Heroes on Hot Wheels,tt0298659,6.5,1990,1991,N/A,N/A,"[' Adventure', ' Sport']"
Bunny Maloney,tt2118094,7.2,2009, ,TV-Y7,N/A,[]
Ethelbert the Tiger,tt1108209,7.3,2005, ,N/A,N/A,[' Family']
D.N. Ace,tt10612648,7.5,2019, ,TV-Y7-FV,22,[]
Jammy Man,tt9652154,N/A,2019, ,N/A,N/A,[]
GradeAUnderA,tt6854098,7.9,2013,2022,TV-MA,N/A,"[' Comedy', ' Talk-Show']"
Hanayamata,tt3774756,7.2,2014),(2014,TV-14,24,[]
Aquarion EVOL,tt3458374,6.9,2012),(2012,TV-14,25,"[' Action', ' Romance']"
Double Decker! Doug & Kirill,tt8489330,7.2,2018, ,N/A,24,[]
Journal of the Mysterious Creatures,tt10643294,7.2,2019, ,N/A,21,"[' Comedy', ' Fantasy']"
Karada Sagashi,tt21250022,N/A,2017),(2017,N/A,N/A,"[' Drama', ' Horror']"
Freefonix,tt0943642,7.9,2008,2009,N/A,22,"[' Family', ' Music']"
Turning Red,tt20114538,N/A,2004,2007,N/A,25,"[' Action', ' Adventure']"
The Black Corsair,tt4741296,8.2,1998),(1998,N/A,N/A,[]
Brigadoon: Marin to Melan,tt0256548,7.7,2000,2001,Not Rated,N/A,"[' Adventure', ' Comedy']"
Glass Mask,tt3221274,8.3,2005,2006,TV-PG,N/A,"[' Drama', ' Romance']"
Tobot Athlon,tt10368512,8.0,2019, ,N/A,N/A,[]
Hand Maid May,tt0293830,6.5,2000,2003,N/A,23,"[' Adventure', ' Comedy']"
Yatogame-chan Kansatsu Nikki,tt11764320,5.7,2019, ,N/A,N/A,[]
The Legend of White Fang,tt1378119,7.8,1992,1994,TV-Y7,N/A,"[' Adventure', ' Family']"
Toby's Travelling Circus,tt2412056,7.4,2012, ,N/A,10,[' Family']
The Animated Adventures of Bob & Doug McKenzie,tt0344616,6.1,2003),(2003,N/A,30,[' Comedy']
Cestvs: The Roman Fighter,tt13409412,6.9,2021, ,N/A,N/A,"[' Action', ' Drama']"
Roger Mellie: The Man on the Telly,tt0390760,8.2,1991, ,N/A,5,[' Comedy']
Heaven's Memo Notepad,tt1967120,6.6,2011),(2011,TV-MA,30,"[' Drama', ' Mystery']"
P. King Duckling,tt6403002,6.0,2016, ,TV-Y,N/A,[' Family']
Captain Star,tt0143031,7.8,1997,1998,N/A,30,"[' Sci-Fi', ' Comedy']"
Kyôran kazoku nikki,tt1216133,6.6,2008, ,N/A,N/A,"[' Comedy', ' Sci-Fi']"
Voltron Legendary Defender Motion Comic,tt9253490,7.2,2017),(2017,N/A,N/A,"[' Short', ' Action']"
Shimajiro,tt6315062,8.9,1993,2018,N/A,N/A,[' Family']
ID-0,tt7161218,6.1,2017),(2017,TV-14,24,"[' Action', ' Adventure']"
World Conquest Zvezda Plot,tt3399620,6.5,2014, ,N/A,N/A,"[' Comedy', ' Fantasy']"
Doodlez,tt0489596,7.9,2001,2003,N/A,2,[]
Something Else,tt0389682,5.5,2003, ,N/A,11,[' Family']
Pottenkijkers,tt18911918,N/A,2022, ,N/A,N/A,[]
Bad Guys,tt6287492,6.3,2016),(2016,N/A,12,[' Comedy']
Yume no crayon oukoku,tt1566467,7.6,1997, ,N/A,30,[]
Originalos?,tt1704499,7.3,2010, ,TV-G,3,[' Short']
My Little Pony Equestria Girls: Summertime Shorts,tt8422806,8.0,2017),(2017,N/A,3,"[' Comedy', ' Family']"
Moldiver,tt0107589,6.2,1993),(1993,N/A,30,"[' Short', ' Comedy']"
Breaking News: Fake Trump Cartoons!,tt7259228,5.4,2017, ,N/A,N/A,[]
"Peek-A-Boo, I See You!",tt3610218,N/A,2007, ,N/A,126,[' Family']
Arròs covat,tt1512800,7.5,2009,2012,N/A,N/A,[]
Before Green Gables,tt1456228,8.2,2009, ,N/A,20,[' Drama']
Ro-Kyu-Bu!,tt2074166,5.8,2011),(2011,N/A,N/A,"[' Drama', ' Sport']"
Kiko,tt6558422,7.8,2014, ,TV-Y,30,"[' Adventure', ' Comedy']"
Mermaid Forest,tt0409625,7.3,2003, ,N/A,22,"[' Adventure', ' Drama']"
Lisa,tt0328745,6.7,1998, ,N/A,N/A,[' Family']
Ubongo Kids,tt3648794,N/A,2014, ,N/A,N/A,[]
Emmy & GooRoo,tt7216770,N/A,2017, ,N/A,11,[]
Anna's Tales,tt6423044,8.8,2003,2006,N/A,N/A,[]
Doodlebops Rockin' Road Show,tt1639941,6.9,2010, ,N/A,N/A,[]
SciGirls,tt1936714,7.8,2010, ,TV-Y,30,"[' Adventure', ' Family']"
Family,tt21416878,8.0,2022, ,N/A,N/A,[]
Emo Dad,tt5883508,5.7,2013, ,N/A,N/A,[' Comedy']
Bob & Doug,tt1430652,6.0,2009,2011,N/A,22,[' Comedy']
Virus Buster Serge,tt0421480,5.7,1997),(1997,N/A,25,"[' Action', ' Adventure']"
Endro~!,tt9510780,6.6,2019, ,N/A,N/A,"[' Adventure', ' Comedy']"
BeyWarriors: Cyborg,tt21328782,N/A,2014,2015,N/A,30,"[' Action', ' Adventure']"
The Last of the Mohicans,tt3817028,8.2,2004,2007,N/A,26,[' Adventure']
Angel Tales,tt2673862,7.1,2001, ,N/A,22,[' Comedy']
Farhat: The Prince of the Desert,tt1890982,7.5,2004, ,N/A,26,[' Adventure']
Kagagi,tt4404458,5.8,2014,2015,N/A,N/A,[]
Pablo the Little Red Fox,tt1632125,8.3,1999,2000,TV-Y,N/A,[]
Food Theory,tt12865064,8.0,2020, ,N/A,N/A,"[' Comedy', ' Talk-Show']"
Ray the Animation,tt2531918,6.8,2006, ,TV-14,25,[' Drama']
Cam & Leon,tt9389662,7.7,2018, ,N/A,7,[' Comedy']
Sons of Butcher,tt0481983,5.1,2005,2006,N/A,30,[' Comedy']
IDFB,tt9372314,8.3,2016),(2016,TV-PG,N/A,[]
Little Ghosts,tt0465824,8.6,2002, ,N/A,N/A,[]
Geneshaft,tt0390708,6.4,2001),(2001,TV-14,N/A,[' Sci-Fi']
Overlord Abridged,tt7126652,8.5,2017, ,N/A,"1,329",[' Comedy']
Museo Coconut,tt1807424,6.9,2010,2014,N/A,25,[' Comedy']
Drawfee,tt9730142,8.9,2014, ,N/A,N/A,[' Comedy']
Volleyball and Coffee,tt18234982,8.4,I) (2021, ,TV-14,N/A,"[' Comedy', ' Sci-Fi']"
Zero Punctuation,tt2793136,8.1,2007, ,TV-MA,N/A,"[' Short', ' Comedy']"
Cheating Craft,tt14202290,6.3,2016),(2016,N/A,15,[]
Aikatsu Stars!,tt9864008,8.4,2016,2018,TV-Y,24,"[' Adventure', ' Comedy']"
Dark Horse Motion Comics,tt2205168,5.5,2012, ,N/A,N/A,[]
Tulipop,tt19757436,N/A,2022, ,N/A,N/A,[' Family']
Mix: Meisei Story,tt10147790,7.5,2019, ,TV-PG,N/A,"[' Drama', ' Romance']"
"Inari, Konkon, Koi Iroha",tt3417860,6.8,2014, ,TV-PG,24,"[' Comedy', ' Fantasy']"
Mongo Wrestling Alliance,tt1879603,3.7,2011),(2011,TV-MA,11,[]
Talking Tom Heroes,tt12929402,6.2,2019),(2019,N/A,N/A,[' Comedy']
Chowdaheads,tt0235905,4.1,1999, ,N/A,N/A,[]
Blue Blink,tt0352038,7.4,1989, ,N/A,25,"[' Animation', ' Family']"
Zombie College,tt14743592,7.0,2000,2001,TV-MA,7,"[' Comedy', ' Horror']"
The Dumb Bunnies,tt0472245,6.5,1998,1999,TV-Y,30,"[' Comedy', ' Family']"
Moose and Zee,tt4858308,6.2,2003,2012,TV-Y,3,"[' Comedy', ' Family']"
Warriors crystal: rebooted,tt15361540,7.4,2020,2022,N/A,1,"[' Action', ' Adventure']"
Monsters & Pirates,tt4763634,7.1,2009),(2009,N/A,13,[]
Phi Brain: Puzzle of God,tt2263799,6.3,2011, ,TV-14,N/A,"[' Action', ' Adventure']"
Athleticus,tt8399812,7.1,2018, ,N/A,2,"[' Short', ' Comedy']"
El origen de los Shadows,tt12200990,N/A,2020, ,N/A,N/A,[' Drama']
Fourways Farm,tt2624538,8.0,1994,1995,N/A,9,[]
Indian Summer,tt10534058,6.4,2007,2008,TV-MA,N/A,"[' Comedy', ' Romance']"
Kampung Boy,tt0813725,8.4,1997,1999,N/A,26,[]
Whirl,tt5046662,8.7,2014, ,N/A,N/A,[' Family']
The Idolm@ster Cinderella Girls,tt4219136,6.0,2014,2015,N/A,24,"[' Comedy', ' Drama']"
The Twins at St. Clare's,tt0493192,7.9,1991, ,N/A,30,"[' Adventure', ' Comedy']"
Otoppe,tt19811740,N/A,2017, ,N/A,N/A,[]
Zuzubalandia,tt8884110,6.7,2018,2021,TV-Y,N/A,"[' Family', ' Fantasy']"
Clip: Annoying Orange Let's Play Video Games!,tt7821948,2.7,2016,2017,N/A,9,[]
Haruka Nogizaka's Secret,tt1266617,6.4,2008, ,N/A,25,"[' Comedy', ' Romance']"
Super Shiro,tt9845246,7.1,2019, ,N/A,6,"[' Comedy', ' Family']"
Coppelion,tt3105492,6.1,2013, ,TV-14,N/A,"[' Adventure', ' Drama']"
Uragiri wa Boku no Namae o Shitteiru,tt4556804,6.8,2010, ,N/A,23,"[' Adventure', ' Fantasy']"
Robin,tt0149516,6.9,1996),(1996,N/A,5,[' Comedy']
Vanguard OverDress,tt13872472,6.7,2021, ,N/A,N/A,[' Action']
Bob Morane,tt0178127,7.4,1998),(1998,N/A,N/A,"[' Action', ' Adventure']"
Inuk,tt0488816,7.0,2001),(2001,N/A,15,[]
Kurogane no rainbareru,tt1323829,5.9,2008,2009,TV-MA,23,"[' Action', ' Comedy']"
Honobono Log,tt6931466,6.7,2016),(2016,N/A,2,"[' Short', ' Romance']"
Happy House of Frightenstein,tt15420296,7.4,2021, ,N/A,N/A,[]
Cyrano 2022,tt5210258,7.7,2001, ,N/A,N/A,"[' Action', ' Sci-Fi']"
DinoCity,tt15568152,N/A,2021, ,N/A,N/A,[' Short']
Dame x Prince Anime Caravan,tt15011762,5.8,2018),(2018,TV-14,23,"[' Adventure', ' Comedy']"
Gorillaville,tt3900112,7.4,2014, ,N/A,N/A,"[' Short', ' Comedy']"
Almasaqeel,tt10198926,8.0,2011,2013,N/A,12,"[' Comedy', ' Family']"
Shirogane no Ishi: Argevollen,tt3741584,6.2,2014, ,TV-14,23,"[' Action', ' Sci-Fi']"
WWE: Story Time,tt6264432,6.8,2016, ,N/A,N/A,[]
Ripley's Believe It or Not,tt0320943,7.0,1998, ,N/A,N/A,[]
Spookiz,tt15977598,N/A,2015, ,N/A,N/A,[]
Shanna's Show,tt0844438,7.9,2003, ,N/A,3,[]
Foxbusters,tt0212661,7.2,1999,2000,N/A,N/A,"[' Comedy', ' Family']"
Exposure,tt0244342,8.1,2000,2001,N/A,60,"[' Sci-Fi', ' Fantasy']"
BrainPOP,tt16492318,9.2,1997, ,TV-G,N/A,"[' Short', ' Adventure']"
Deadstar,tt3133544,N/A,2012, ,N/A,N/A,[' Sci-Fi']
Miss BG,tt0463268,6.2,2005, ,TV-Y7,23,[]
Talking Tom and Friends Minis,tt11542624,8.8,2015,2018,TV-Y,4,"[' Action', ' Comedy']"
Dudes of Hazmat,tt10248788,8.9,2016, ,N/A,N/A,"[' Comedy', ' Fantasy']"
Fan Ren Xiu Xian Zhuan: Zai Bie Tian Nan,tt20447930,N/A,2022),(2022,N/A,20,[]
I Have the Power,tt22179368,N/A,2022, ,N/A,22,[]
The Adventures of Little Carp,tt10239224,8.4,2007),(2007,N/A,N/A,"[' Action', ' Adventure']"
Haruchika: Haruta & Chika,tt5321096,6.0,2016, ,TV-14,24,"[' Mystery', ' Romance']"
Scientifically Accurate,tt3725288,6.0,2013, ,N/A,N/A,"[' Comedy', ' Music']"
Poochini's Yard,tt0352090,6.2,2000,2003,TV-Y7,N/A,[' Comedy']
Hanasakeru Seishônen,tt1409059,7.3,2009,2010,N/A,24,"[' Drama', ' Romance']"
Pocahontas: Princess of the American Indians,tt4791170,6.9,1997, ,TV-Y7,N/A,"[' Action', ' Adventure']"
Kinnikuman nisei,tt0293327,6.9,2002, ,N/A,N/A,"[' Action', ' Adventure']"
Getter Robo Ark,tt13417144,5.5,2021, ,N/A,N/A,"[' Action', ' Adventure']"
A-Channel,tt2670718,6.5,2011,2017,TV-PG,24,"[' Comedy', ' Drama']"
Five Nights at Freddy's,tt13499174,N/A,2018, ,N/A,N/A,[' Horror']
The Daltons,tt6469282,8.3,2016, ,N/A,N/A,"[' Adventure', ' Comedy']"
The Adventures of Marco & Gina,tt0275117,7.4,2002, ,N/A,26,"[' Adventure', ' Family']"
Steve Reviews,tt11924046,9.0,2014, ,N/A,N/A,"[' Comedy', ' Horror']"
Babble Bop!,tt15565628,N/A,2021, ,N/A,N/A,[' Music']
Billy the Fish,tt1285046,6.0,1990, ,N/A,31,[]
Speed Racer X,tt0338661,7.1,1997,2002,TV-Y7-FV,N/A,"[' Action', ' Sci-Fi']"
Blue Drop,tt1139447,6.2,2007, ,TV-14,26,"[' Fantasy', ' Mystery']"
.hack//Roots,tt0807655,6.1,2006),(2006,TV-14,N/A,"[' Adventure', ' Fantasy']"
Anime-Gataris,tt7535706,6.3,2017),(2017,N/A,23,[' Comedy']
Fish'n Chips,tt3342250,5.1,2011,2012,N/A,13,[]
Kore ga watashi no go shujin sama,tt0991051,5.8,2005),(2005,TV-14,24,"[' Comedy', ' Romance']"
The Legend of Qin,tt11792444,8.4,2007, ,N/A,22,[]
Dead Hand,tt5620048,8.3,2013, ,N/A,10,"[' Sci-Fi', ' War']"
Best Bugs Forever,tt10505338,7.6,2019, ,N/A,11,[]
ChuChu TV Nursery Rhymes and Kids Songs,tt6468654,N/A,2014, ,N/A,N/A,[]
Klutz Muttz,tt9216892,N/A,2021, ,N/A,25,[' Comedy']
Galerians: Rion,tt0431770,5.6,2002, ,TV-14,73,"[' Action', ' Drama']"
Classroom Crisis,tt5066074,6.8,2015, ,TV-PG,N/A,"[' Drama', ' Sci-Fi']"
Macross 7,tt0156220,6.4,1994,1995,N/A,25,"[' Action', ' Adventure']"
Winston Steinburger and Sir Dudley Ding Dong,tt5332696,6.8,2016,2017,N/A,N/A,"[' Comedy', ' Family']"
WellieWishers,tt6042492,7.5,2016,2022,Not Rated,10,[' Comedy']
Aokana: Four Rhythm Across the Blue,tt5354314,6.3,2016),(2016,TV-14,24,"[' Drama', ' Sci-Fi']"
101 Dalmatian Street Shorts,tt10449304,7.1,2018,2019,TV-Y7,N/A,"[' Short', ' Comedy']"
Treasure X,tt9636526,N/A,2018, ,N/A,N/A,[]
Ziggy and the Zoo Tram,tt6386520,6.4,2016,2020,N/A,N/A,[]
Uki,tt1764065,7.1,2010, ,N/A,5,[]
The Homies Hip Hop Show,tt1353058,N/A,2007, ,N/A,30,[' Comedy']
Apollo's Tall Tales,tt7313866,6.6,2019, ,N/A,N/A,[' Family']
Crush Gear Turbo,tt1867710,7.6,2001,2003,N/A,N/A,"[' Comedy', ' Fantasy']"
Diary of Our Days at the Breakwater,tt12065758,7.2,2020),(2020,N/A,23,"[' Comedy', ' Drama']"
Albert Åberg,tt3004948,6.2,2012, ,N/A,13,"[' Short', ' Family']"
Action Figure Miles,tt10457006,N/A,,,N/A,15,"[' Action', ' Adventure']"
Angus & Cheryl,tt4807870,5.8,2006, ,N/A,N/A,[]
Once Upon a Time... the Americas,tt0284736,7.3,1991, ,N/A,30,"[' Adventure', ' Comedy']"
Marsupilami houba houba hop!,tt1587395,6.8,2009, ,N/A,26,[]
Project A-Ko Versus,tt0100421,6.3,1990),(1990,N/A,54,"[' Comedy', ' Sci-Fi']"
Dorkly Originals,tt2262795,7.1,2010, ,TV-MA,N/A,"[' Short', ' Comedy']"
Magic Sport 2: The Movie,tt5020422,N/A,2005, ,N/A,N/A,"[' Adventure', ' Comedy']"
El-Hazard: The Wanderers,tt0158406,6.5,1995,1996,N/A,25,"[' Animation', ' Comedy']"
Spiral: The Bonds of Reasoning,tt0369167,7.1,2002,2003,TV-PG,25,"[' Crime', ' Drama']"
Shining Star,tt20256498,N/A,2017,2018,N/A,21,"[' Fantasy', ' Music']"
Gokusen,tt0450430,7.3,2004, ,N/A,N/A,"[' Comedy', ' Drama']"
4-nin wa Sorezore Uso wo Tsuku,tt21345894,N/A,2022, ,N/A,N/A,[' Comedy']
Gadget Boy's Adventures in History,tt0156209,6.6,1997, ,TV-Y,25,"[' Comedy', ' Fantasy']"
Corrector Yui,tt3620568,7.0,1999,2000,TV-Y7,N/A,"[' Adventure', ' Comedy']"
Libra of Nil Admirari,tt9162914,7.1,2018),(2018,N/A,23,[' Fantasy']
Supreme Galaxy,tt20218758,N/A,2021, ,N/A,7,"[' Action', ' Fantasy']"
Memories of Nanette,tt6612542,8.6,2017, ,N/A,13,[]
Gisele's Mashup Adventures,tt21871414,N/A,2022, ,N/A,3,[' Adventure']
A Bunch of Munsch,tt0202184,7.3,1991, ,N/A,30,[' Family']
Kagewani,tt5419220,6.1,2015, ,N/A,7,"[' Short', ' Horror']"
Ach du heilige Scheibe - Die Abenteuer von Mimo und Leva,tt22397850,N/A,2022, ,N/A,7,[]
Animanimals,tt11291384,8.3,2013,2022,N/A,3,[]
Gladiators,tt5321084,8.4,2009, ,N/A,N/A,[]
Lucky Luke,tt9216912,7.0,1991,1992,N/A,25,"[' Adventure', ' Comedy']"
The Adventures of Corduroy the Bear,tt0488812,8.1,1996, ,N/A,N/A,"[' Adventure', ' Family']"
Tropical-Rouge! Pretty Cure,tt13721276,7.9,2021,2022,TV-PG,25,"[' Action', ' Adventure']"
Garo: Guren no tsuki,tt5420560,5.5,2015, ,TV-MA,N/A,"[' Action', ' Fantasy']"
Allison & Lillia,tt1215542,7.5,2008, ,N/A,24,"[' Action', ' Adventure']"
Yaya and Zouk,tt6752226,4.6,2015, ,N/A,5,[' Family']
Kaginado,tt14489160,7.1,2021, ,N/A,N/A,"[' Short', ' Comedy']"
Dual! Parallel Trouble Adventure,tt0224471,7.3,1999),(1999,TV-PG,25,"[' Comedy', ' Sci-Fi']"
Kenkô zenrakei suieibu umishô,tt1190620,6.9,2007),(2007,N/A,N/A,"[' Comedy', ' Romance']"
Haruka: Beyond the Stream of Time - A Tale of the Eight Guardians,tt0988819,6.7,2004,2005,N/A,24,"[' Drama', ' Fantasy']"
WWE Slam City,tt3810466,7.0,2014),(2014,TV-Y7,N/A,"[' Short', ' Comedy']"
Looney Tunes Platinum Collection: Volume 1,tt20604710,N/A,2011),(2011,N/A,N/A,[]
Kemurikusa.,tt9573902,7.0,2019, ,N/A,24,"[' Action', ' Sci-Fi']"
Squared Zebra,tt11945030,N/A,2020, ,N/A,6,[]
Death Doula,tt10598290,N/A,2022, ,N/A,36,"[' Comedy', ' Drama']"
Pasila 2.5: the Spin-off,tt3629494,7.5,2014, ,N/A,N/A,"[' Comedy', ' Crime']"
Madô kingu Granzort,tt0462650,8.1,1989,1990,N/A,N/A,[]
Armored Trooper VOTOMS: Pailsen Files,tt8964354,6.4,2007,2008,TV-MA,25,"[' Sci-Fi', ' War']"
I My Me! Strawberry Eggs,tt0331135,7.0,2001, ,TV-PG,N/A,"[' Comedy', ' Drama']"
Where's Wally,tt11944054,7.5,2020,2021,N/A,22,"[' Adventure', ' Comedy']"
